generated_missions_01_dialogue_jafs_talked_to_miners_01,"Ich hab' mich mit ein paar Minenarbeitern unterhalten. Sie können ihre Produktionsraten nicht einhalten und werden alles verlieren, wenn sie ihr Produktionssoll nicht erfüllen. Ich hab' ihnen gesagt, dass du ihnen etwas Erz zu sehr guten Konditionen verschaffen könntest, wenn du weißt, worauf ich hinaus will. Ich glaube, Maas schifft sein Erz bald von der Mine in Aldo aus."
generated_missions_01_dialogue_jafs_shall_I_02,Soll ich das Erz zu den Minenarbeitern bringen?
generated_missions_01_dialogue_jafs_Nice_One_03,"Sehr gut! Du machst gute Arbeit, aber sie brauchen noch mehr Erz, um ihr Soll zu erfüllen."
generated_missions_02_dialogue_dave_schwa_saved_my_neck_01,Danke! Ihr habt meinen Hals noch mal aus der Schlinge geholt. Hier sind ein paar Computerersatzteile - die sind sehr wertvoll.
generated_missions_03_dialogue_gardener_thats_ideal_01,"Das ist toll, aber wir brauchen noch mehr."
generated_missions_03_dialogue_gardener_thanks_02,"Danke für die Hilfe. Übrigens, die Plantagen machen sich gut. Saubere Arbeit!"
generated_missions_04_dialogue_Oman_having_trouble_01,"Die Sicherheitsschiffe der Solan machen uns Ärger und halten uns von der Arbeit ab. Wir möchten, dass du ihnen für dieses unverschämte Verhalten eine Art ""Steuer"" abnimmst. Sie haben gerade eine neue Ladung seltener Erze zur Verarbeitung an ihr Werk geliefert, die du ihnen abnehmen und uns bringen sollst. Wir werden es so bearbeiten, dass kein Zeichen des rechtmäßigen Eigentümers zurückbleibt, und dich belohnen."
generated_missions_05_dialogue_oman_reactor_parts_01,"Bravo! Du hast uns gute Dienste erwiesen. Diese Teile werden die Reaktoren für viele Monate in Betrieb halten. Für deine Arbeit musst du belohnt werden. Hier, nimm das."
generated_missions_06_dialogue_catherine_stepson_saved_lives_01,"Durch dein schnelles Handeln wurden viele Leben gerettet. Wir stehen in deiner Schuld, und deshalb habe ich eine Belohnung für dich organisiert. Und wenn du willst, finden wir heraus, wer diese Polizisten bestochen hat, und statten demjenigen einen kleinen Besuch ab."
generated_missions_07_dialogue_catherine_stepson_small_fortune_01,"Hmm... Anti-Aging-Medikamente - ein kleines Vermögen wert! Keine Transportmarkierungen auf der Kapsel, keine Datenvermerke. Wir finden wohl nie heraus, woher sie kommt. Wenn du sie willst, kannst du sie haben. Wenigstens hast du's ihnen heimgezahlt."
generated_missions_08_dialogue_jafs_fuel_pellets_01,"Hey, Cal, ich habe gerade erfahren, dass eine Ladung Brennstoffkugeln an die Cleitus-Metallverarbeitungsanlage geliefert wird. Hast du Lust, dir wieder einmal etwas zu ""leihen""? Ich weiß jemanden, der uns für jede Kapsel voll Kugeln einen guten Preis macht."
generated_missions_08_dialogue_jafs_loaded_up_02,"Er sagt, er versinkt schon in Brennstoffkugeln und kann keine mehr gebrauchen. Wir müssen uns etwas anderes einfallen lassen, wenn wir mit ihm Geschäfte machen wollen."
generated_missions_10_dialogue_Maitre_De_thanks_for_the_animals_01,"Danke! Ich bringe sie sofort zum Chefkoch. Er hat die Schnauze voll von Mikroproteinverschnitten und wird sich freuen, mal mit was anderem arbeiten zu können. Hier ist deine Belohnung. Das ist ein guter Jahrgang, also nicht alles auf einmal trinken!"
generated_missions_11_dialogue_jerome_moving_computers_01,"Ich habe gehört, dass Maas eine Menge Computer und Nanotechnologie von der OTS von Bessus zu einem ihrer anderen Stützpunkte transportiert... Und ich zahle gut: eine ganze Kapsel Suchraketen für jede Kapsel, die du mir davon besorgst."
generated_missions_11_dialogue_jerome_rebuild_my_mainframe_02,Gute Arbeit! Damit kann ich meinen Hauptrechner so richtig aufpeppen.
generated_missions_12_dialogue_gabriella_stepson_steal_books_01,"Von einem meiner Informanten weiß ich, dass ein Manager der Maas gerade seine Privatbibliothek aus seinem Heimatsystem einfliegen lässt. Also, ich sammle echte Bücher - du weißt, diese alten gebundenen Dinger aus Papier. Ich habe schon eine ganz nette Sammlung. Wäre doch toll, wenn ich diese Ladung Bücher kriegen könnte, nicht? Der Frachter mit der Ladung liefert zuerst noch etwas an die Orbit-Transferstation von Yellowrock und fliegt dann weiter zu den Büros von Maas. Also, hol mir die Bücher!"
generated_missions_12_dialogue_Gabriella_stepson_nice_books_02,"Gut gemacht... Da ist sogar eine Erstauflage von Von Jutz dabei. Hier, das sollte dich für deine Mühe entschädigen."
generated_missions_13_dialogue_dr_jones_saved_lives_01,Danke. Du hast auf jeden Fall viele Leben gerettet.
generated_missions_14_dialogue_gav_well_done_01,"Klasse Leistung! Du musst ziemlich wilde Flugmanöver hingelegt haben, um diese Jungs von der Marine abzuschütteln. Wir verdoppeln deine Bezahlung - du bist ein teuflisch guter Pilot!"
generated_missions_17_dialogue_clive_wire_such_a_nice_boy_01,"Du musst Freaks kleine Freund sein - du siehst so nett aus. Wir haben gehört, dass die Ninex eine Kapsel mit der neuesten Cybertechnik an die Maas liefert, die ihre Sicherheitsleute mit den neuen V38-Neuro-Coprozessoren ausstatten will. Ich kann mich noch daran erinnern, als die alten X11 das Höchste der Gefühle waren. Man war damit so schnell, dass man dachte, man könnte Gewehrkugeln ausweichen. Mit den neuen V38 kann man das wahrscheinlich wirklich. Also, meinst du, du kannst uns die Ladung besorgen?"
generated_missions_19_dialogue_jafs_scary_meeting_01,"Ich hatte gerade eine beängstigende Begegnung. Ich habe ein paar von Big Jacks Leuten getroffen - Jack ist der Typ, dem Springheel Jack's gehört. Er hat gesagt, er weiß, dass ich für jemanden arbeite und dass ich eine Nachricht weiterleiten soll. Es ist eine E-Maill."
generated_missions_20_dialogue_foreman_thanks_cal_01,"Danke Cal. Die werden in unserem ""kleinen"" Projekt gute Verwendung finden."
generated_missions_24_dialogue_wafeeq_paid_back_01,"Sehr schön. Ich hoffe, du hast es ihnen mit einem Hagel geladener Teilchen heimgezahlt! Niemand hintergeht die Oman, ohne dafür zu bezahlen!"
generated_missions_25_dialogue_marid_get_the_med_techs_01,Danke. Ich werde sofort unsere Medi-Techniker darauf ansetzen.
generated_missions_28_dialogue_speaker_rep_thats_ideal_01,Die sind genau richtig. Wir danken dir.
generated_missions_29_dialogue_humam_will_be_examined_01,"Gut gemacht. Ich lasse sie von unseren Spezialisten untersuchen, um zu sehen, wie sie aufgebaut sind."
generated_missions_31_dialogue_dan_dig_in_01,"Genau richtig. Wir werden uns direkt an die Arbeit machen, sobald ich das hier zurück nach Mwari gebracht habe."
generated_missions_32_dialogue_jardan_need_more_01,"Das ist gut, aber wir brauchen noch mehr Terraform-Ausrüstung, um anfangen zu können."
generated_missions_32_dialogue_jardan_thats_enough_02,"Das sollte reichen, um mit dem Projekt zu beginnen. Danke für deine Hilfe."
,
generated_missions_01_name_ship_01,Erzfrachter 1701
generated_missions_02_name_ship_01,Schwa
generated_missions_02_name_ship_02,Dave Schwa
generated_missions_02_name_ship_03,Stabbing Joe
generated_missions_02_name_ship_04,Joe
generated_missions_02_name_ship_05,Joe's Mates
generated_missions_03_name_ship_01,Gardener
generated_missions_03_name_ship_02,Julius Stepson
generated_missions_03_name_ship_03,Stepson 423
generated_missions_03_name_ship_04,Müllfrachter
generated_missions_03_name_ship_05,Hauptfrachter
generated_missions_04_name_ship_01,Scimitar
generated_missions_04_name_ship_02,Juseph Bin Alam
generated_missions_04_name_ship_03,Solan 1756
generated_missions_04_name_ship_04,Mover
generated_missions_04_name_ship_05,Solan Enforcer 873
generated_missions_05_name_ship_01,Thaqib
generated_missions_05_name_ship_02,Suhayb
generated_missions_05_name_ship_03,Reparaturfrachter 17
generated_missions_05_name_ship_04,Frachter-Captain
generated_missions_06_name_ship_01,Fistful Of Clover
generated_missions_06_name_ship_02,Catherine
generated_missions_06_name_ship_03,Medizintransporter
generated_missions_06_name_ship_04,Beschlagnahmt
generated_missions_06_name_ship_05,Polizeilotse
generated_missions_06_name_ship_06,Polizei 9654
generated_missions_07_name_ship_01,Fistful Of Clover
generated_missions_07_name_ship_02,Catherine
generated_missions_07_name_ship_03,Grandslam
generated_missions_07_name_ship_04,Marco
generated_missions_07_name_ship_05,Polizei 9654
generated_missions_08_name_ship_01,Brennstofffrachter
generated_missions_08_name_ship_02,Chief
generated_missions_09_name_ship_01,Numbers Racket
generated_missions_09_name_ship_02,Ace Paschinco
generated_missions_09_name_ship_03,The Boyz
generated_missions_09_name_ship_04,Polizeikurier
generated_missions_09_name_ship_05,Lt. Basho
generated_missions_09_name_ship_06,Geleitschutz 71
generated_missions_10_name_ship_01,Runcible
generated_missions_10_name_ship_02,Maitre De
generated_missions_10_name_ship_03,Papa Zee's Travelling Zoo
generated_missions_10_name_ship_04,Papa Zee
generated_missions_11_name_ship_01,Basking Shark
generated_missions_11_name_ship_02,Jerome
generated_missions_11_name_ship_03,Maas Frachter 15-21
generated_missions_11_name_ship_04,CargoPilot
generated_missions_11_name_ship_05,Geleitschutz 
generated_missions_12_name_ship_01,Manta
generated_missions_12_name_ship_02,Gabriella Stepson
generated_missions_12_name_ship_03,Privattransporter
generated_missions_13_name_ship_01,Angel Of Mercy
generated_missions_13_name_ship_02,Dr. Jones
generated_missions_13_name_ship_03,Blank Reg
generated_missions_13_name_ship_04,Reg
generated_missions_14_name_ship_01,Jack Of Arms
generated_missions_14_name_ship_02,Gav
generated_missions_14_name_ship_03,Waffentransporter
generated_missions_14_name_ship_04,Waffenfrachter
generated_missions_15_name_ship_01,Datagram Technologies-Kurier
generated_missions_15_name_ship_02,Roadrunner
generated_missions_16_name_ship_01,Pickup Agent
generated_missions_16_name_ship_02,Frachter
generated_missions_17_name_ship_01,Crystal Express
generated_missions_17_name_ship_02,CliveWire
generated_missions_17_name_ship_03,Lieferfrachter
generated_missions_17_name_ship_04,Long Distance Clara
generated_missions_17_name_ship_05,Geleitschutz
generated_missions_18_name_ship_01,Digger
generated_missions_18_name_ship_02,Bob
generated_missions_18_name_ship_03,Bergbauschiff
generated_missions_18_name_ship_04,Nutzfrachter
generated_missions_18_name_ship_05,Captain Kate
generated_missions_19_name_ship_01,Prospector
generated_missions_19_name_ship_02,Pete
generated_missions_20_name_ship_01,Foreman
generated_missions_20_name_ship_02,Foreman
generated_missions_20_name_ship_03,Maas Stationsreparatur
generated_missions_20_name_ship_04,Reparaturschiff
generated_missions_21_name_ship_01,Jack Of Arms
generated_missions_21_name_ship_02,Gav Stepson
generated_missions_21_name_ship_03,Mietfrachter
generated_missions_21_name_ship_04,Frachter-Captain
generated_missions_21_name_ship_05,Polizeipatrouille
generated_missions_22_name_ship_01,Jake Day Haulage
generated_missions_22_name_ship_02,Jake Day
generated_missions_22_name_ship_03,Bewaffneter Geleitschutz
generated_missions_23_name_ship_01,Energiezellen-Express
generated_missions_23_name_ship_02,Frachter-Captain
generated_missions_24_name_ship_01,Wafeeq
generated_missions_24_name_ship_02,Wafeeq
generated_missions_24_name_ship_03,Solan Handelsschiff
generated_missions_24_name_ship_04,Solan Handelsschiff
generated_missions_25_name_ship_01,Marid
generated_missions_25_name_ship_02,Marid
generated_missions_25_name_ship_03,Medizinkurier
generated_missions_25_name_ship_04,Medizinkurier
generated_missions_26_name_ship_01,Artilleriefrachter
generated_missions_26_name_ship_02,Joe Hauler
generated_missions_27_name_ship_01,Schiff von Basaam
generated_missions_27_name_ship_02,Basaam
generated_missions_27_name_ship_03,Latest Delivery
generated_missions_27_name_ship_04,Latest Delivery
generated_missions_28_name_ship_01,Speaker's Representative
generated_missions_28_name_ship_02,Speaker's Representative
generated_missions_29_name_ship_01,Humam
generated_missions_29_name_ship_02,Humam
generated_missions_30_name_ship_01,Nahrungsmittellieferung
generated_missions_30_name_ship_02,Nahrungsmittellieferung
generated_missions_31_name_ship_01,MCA-Spezialprojekte
generated_missions_31_name_ship_02,Dan O'Herlihy
generated_missions_31_name_ship_03,MCA-Geleitschutz
generated_missions_32_name_ship_01,MCA-Biowissenschaft
generated_missions_32_name_ship_02,Marcel Jardan
generated_missions_32_name_ship_03,Maas Frachter
generated_missions_32_name_ship_04,Maas Frachter
generated_missions_33_name_ship_01,MCA-Hilfsstab
generated_missions_33_name_ship_02,Jason Kay
generated_missions_34_name_ship_01,MCA-Bodentruppen
generated_missions_34_name_ship_02,MCA-Bodentruppen
generated_missions_34_name_ship_03,Wachkurier
generated_missions_34_name_ship_04,Wachkurier
generated_missions_35_name_ship_01,Quartermaster
generated_missions_35_name_ship_02,Quartermaster
